is_list,major_name,major_description,studycheck_link,university_link,category,subcategory,major_category,university,location,degree_type,degree_label,language,duration_of_study,rating_amount,rating,recommendation_rate
True,Biomedizinische Technik,"
 Ingenieurtechnische Grundlagenfächer Medizintechnik Mathematik Wahlpflichtmodul Biomedizinische Technik Labor- und Hauptseminar Nichttechnische Fächer / Fremdsprachen Fachpraktikum und Bachelorarbeit 
",https://www.studycheck.de/studium/biomedizinische-technik/tu-ilmenau-5263,https://www.tu-ilmenau.de/studium/vor-dem-studium/studienangebot/bachelorstudiengaenge/biomedizinische-technik-b-sc,Medizin & Gesundheitswesen,Gesundheitswissenschaften,Biomedizinische Technik,TU Ilmenau,Ilmenau,B.Sc.,Bachelor of Science,Deutsch,7 Semester,17,3.8,0.88
True,Biomedizinische Technik,"
 1. Semester: Mathematik I Physik I Anatomie und Physiologie Chemie Grundlagen der Elektrotechnik I 2. Semester: Mathematik II Physik II Allgemeine Krankheitslehre Biochemie, Medizinische Mikrobiologie und Hygiene Grundlagen der Elektrotechnik 2 3. Semester: Mathematik III Grundlagen der medizinischen Messtechnik Elektronische Bauelemente Konstruktionstechnik und Werkstoffkunde Prozedurale Programmierung mit C++ Business and Technical English 1 4. Semester: Medizinische Statistik Computerunterstützte praktische Mathematik Medizinische Gerätetechnik Elektronische Schaltungs-, Mess- und Digitaltechnik Business and Technical English 2 Signal- und Systemtheorie medizinisch-technische Wahlmodule 5. Semester: Medizinische Physik Einführung in die Biosignalverarbeitung Seminar zur Medizinischen Gerätetechnik Business and Technical English 3 medizinisch-technische Wahlmodule nicht medizinisch-technische Wahlmodule 6. Semester: Bildgebende Verfahren Gesundheitsökonomie Recht und Normen in der Medizintechnik Projektarbeit medizinisch-technische Wahlmodule nicht medizinisch-technische Wahlmodule 7. Semester: Praxisphase Bachelor-Abschlussarbeit mit Abschlusskolloquium 
",https://www.studycheck.de/studium/biomedizinische-technik/htw-saarland-13791,https://www.htwsaar.de/studium-und-lehre/studienangebot/studiengaenge/biomedizinische-technik_bachelor,Medizin & Gesundheitswesen,Gesundheitswissenschaften,Biomedizinische Technik,htw saar - Hochschule für Technik und Wirtschaft des Saarlandes,Saarbrücken,B.Sc.,Bachelor of Science,Deutsch,7 Semester,21,4.1,0.95
True,Biopharmaceutical Science,"
 1. Semester Grundlagen der Biologie Grundlagen der Chemie Grundlagen der Mathematik Angewandte Mathematik und Physik Wiss. Arbeiten und Lerntechniken Wiss. Arbeiten und Kommunizieren 1 Allgemeine BWL und Planspiel 2. Semester Biochemie / Genetik Englisch Angewandte Mathematik und Physik Wiss. Arbeiten und Kommunizieren 1 3. Semester Zellbiologie Englisch Biophysik / Analytik Wiss. Arbeiten und Kommunizieren 2 Betriebsführung 1 4. Semester Mikrobiologie / Zellkultur Biophysik / Analytik Wiss. Arbeiten und Kommunizieren 2 Betriebsführung 1 5. Semester Schwerpunktmodul 1 Pharmakologie/ Physiologie Wiss. Arbeiten und Kommunizieren 3 Bioanalytik / Statistik 6. Semester Bioverfahrenstechnik Pharmakologie/ Physiologie Schwerpunktmodul 2 Qualität / Regelwerke Betriebsführung 2 7. Semester Abschlusspraktikum Bachelorarbeit inkl. Kolloquium 
",https://www.studycheck.de/studium/biopharmaceutical-science/provadis-15403,https://www.provadis-hochschule.de/bachelor-studiengaenge/naturwissenschaften-und-technik/bachelor-biopharmaceutical-science.html,Medizin & Gesundheitswesen,Pharmazie & Pharmatechnik,Biopharmaceutical Science,Provadis Hochschule,Frankfurt am Main,B.Sc.,Bachelor of Science,Deutsch,7 Semester,1,2.5,0.0
True,Physician Assistance,"
 Module im 1. und 2. Semester Medizinische Grundlagen der Naturwissenschaften Wissenschaftliche Basiskompetenzen Basiskompetenzen der Chirurgie Medizinassistenz Psychologie Recht Politik Ethik Module im 3. Semester Wissenschaftliches Arbeiten Basiskompetenzen in der Inneren Medizin Basiskompetenzen in der Pharmakologie Basiskompetenzen in klinischen Untersuchungen Basiskompetenzen in der Gynäkologie/Geburtshilfe Basiskompetenzen in der Urologie Module im 4. Semester Medizintechnik Basiskompetenzen in der Anästhesie Basiskompetenzen in der klinischen Radiologie Basiskompetenzen in der Herz-, Gefäß- und Thoraxchirurgie Basiskompetenzen in der Traumatologie und Orthopädie Module im 5. Semester Basiskompetenzen in der Kinderchirurgie Basiskompetenzen in der Plastischen Chirurgie und in der Neurochirurgie Emergency Room Management Grundlagen der Medizinischen Dokumentation, Management und Qualitätssicherung Module im 6. Semester Sozialmedizin und Public Health Abschlussmodul Bachelor-Prüfung, Perioperative Assistenz   
",https://www.studycheck.de/studium/chirurgie/fliedner-fh-18206,https://www.fliedner-fachhochschule.de/studium/medizinische-assistenz-chirurgie-b-sc/,Medizin & Gesundheitswesen,Medizin,Chirurgie,Fliedner Fachhochschule,Düsseldorf,B.Sc.,Bachelor of Science,Deutsch,7 Semester,26,3.8,0.92
True,Clinical Research,"
 Allgemeine Management Kompetenz Strategy and Development Leadership & Coaching Organisation (theory & experience) International Management Naturwissenschaftliche Fachkompetenz Pharmacology Clinical Therapy I (Cardiology Endocinology) Clinical Therapy II (Infectiology, Autoimmune) Clinical Therapy III (Onkology) Clinical Therapy IV (Surgery, Orphan diseases) Berufsfeldbezogene Handlungskompetenz Medical Ethics and Regulatory Affairs Clinical Trial Planing Clinical Trial Implementation Clinical Trial Quality Control / Monitoring Berufsübergreifende Handlungskompetenz Public Health Business & Medical Englisch Data Management Methodenkompetenz  Research Methods Biometrics Masterthesis mit Kolloquium 
",https://www.studycheck.de/studium/clinical-research/msb-23856,https://www.medicalschool-berlin.de/studiengaenge/fakultaet-gesundheitswissenschaften-fachhochschule/masterstudiengaenge/clinical-research/,Medizin & Gesundheitswesen,Gesundheitswissenschaften,Clinical Research,MSB Medical School Berlin,Berlin,M.Sc.,Master of Science,Deutsch,4 - 6 Semester,0,NA,NA
True,Clinical Research,"
 Das Masterstudium  Clinical Research  wird insgesamt durch fünf Kompetenzfelder bestimmt: Allgemeine Management-Kompetenz Strategy and Development, Leadership & Coaching, Organisation (theory & experience), International Management Naturwissenschaftliche Kompetenz Pharmacology, Clinical Therapy I (Cardiology Endocinology), Clinical Therapy II (Infectiology, Autoimmune), Clinical Therapy III (Oncology), Clinical Therapy IV (Surgery, Orphan diseases) Berufsfeldbezogene Kompetenz Medical Ethics and Regulatory Affairs, Clinical Trial Planing, Clinical Trial Implementation, Clinical Trial Quality Control/Monitoring Berufsübergreifende Kompetenz Public Health, Business & Medical English, Data Management Methodenkompetenz Research Methods, Biometrics, Masterthesis mit Kolloquium 
",https://www.studycheck.de/studium/clinical-research/msh-hamburg-24553,https://www.medicalschool-hamburg.de/studiengaenge/fakultaet-gesundheitswissenschaften-fachhochschule/masterstudiengaenge/clinical-research/,Medizin & Gesundheitswesen,Gesundheitswissenschaften,Clinical Research,MSH Medical School Hamburg,Hamburg,M.Sc.,Master of Science,Deutsch,4 - 6 Semester,0,NA,NA
True,Digital Health Engineering,"
 Das Digital-Health-Engineering-Studium verbindet ein umfassendes Fachwissen rund um das Gesundheitswesen und Vergütungsstrukturen mit aktuellen Themen der digitalen Transformation, wie zum Beispiel künstliche Intelligenz (KI) und Cyber Security. Darüber hinaus erhalten Sie tiefe Einblicke in verschiedene empirische und statistische Forschungsmethoden und absolvieren drei spannende Praxisprojekte. Im Studium erwarten Sie unter anderem folgende Inhalte: Health Science and Economics Gesundheitssystem in Deutschland: Organisation und Kernprozesse Krankheitsbilder, Kodierungsparameter und Datenanalysen im Gesundheitssystem Gesundheitssysteme und Gesundheitspolitik im internationalen Vergleich Rechtliche und ethische Aspekte der digitalen Transformation im Gesundheitswesen Vergütungs- und Abrechnungssysteme sowie Vertragsgestaltung im Gesundheitswesen Qualitätsmanagement im Gesundheitswesen Praxisprojekt Qualitätsmanagement in Digital Health Data Science Management and Software Engineering Grundlagen der Informatik und des Software Engineerings Daten und Datenstrukturen im Gesundheitswesen Cloud, IoT und Blockchain im Gesundheitswesen Langlebige Systeme vs. Innovation Analytik und Algorithmen mit medizinischen Massendaten Applied Cyber Security Praxisprojekt: Data Science Management and Software Engineering Digital Health IT im Gesundheitswesen Telemedizin und Medical Devices eHealth, pHealth und mHealth: Theorie und Praxis Datenschutz, Datensicherheit und Risikomanagement in digitalen Gesundheitsmärkten Health Analytics, KI and Machine Learning Software Engineering im Gesundheitswesen Digitale Transformation und Geschäftsmodelle der Gesundheitswirtschaft Praxisprojekt: Digital Health Applied Digital and Agile Skills Business Communication Agiles Projektmanagement: Theorie und Praxis Design Thinking and Business Modelling Digital Change and Innovation Management Kommunikation und Konfliktmanagement 
",https://www.studycheck.de/studium/e-health/hs-fresenius-25972,https://www.hs-fresenius.de/studium/digital-health-engineering-b-sc/?crmid=bBcZabNcDaBaBeu,Medizin & Gesundheitswesen,Gesundheitswissenschaften,E-Health,Hochschule Fresenius,2 Standorte,B.Sc.,Bachelor of Science,Deutsch,6 Semester,0,NA,NA
True,Ergotherapie,NA,https://www.studycheck.de/studium/ergotherapie/eufh-18197,https://www.eufh.de/studiengang/ergotherapie-bachelor-ausbildungsintegrierend/,Medizin & Gesundheitswesen,Gesundheitswissenschaften,Ergotherapie,"EU|FH – Hochschule für Gesundheit, Soziales & Pädagogik",3 Standorte,B.Sc.,Bachelor of Science,Deutsch,7 Semester,10,4.1,0.9
False,Ergotherapie,"
 Die Ergotherapie stellt die Betätigung des Menschen in den Mittelpunkt ihrer Arbeit. Im Rahmen des Studiums erwirbst du die erforderlichen Kenntnisse und Kompetenzen, um als Ergotherapeutin bzw. Ergotherapeut klientenorientiert und verantwortungsbewusst arbeiten zu können.  In deinem Studium wirst du Grundlagen aus den Bereichen der Medizin und der Psychologie sowie aus den Sozialwissenschaften erwerben und praktische Behandlungsmethoden erlernen. Zudem erhältst du Einblicke in die wissenschaftlichen Grundlagen der Ergotherapie mit bewährten und neuen Behandlungsmethoden. Durch Hospitationen (ab dem 1. Semester) erhältst du eine umfassende, intensive praktische Ausbildung mit mind. 1700 Stunden Praktika.  Gemeinsame Module für die Studierenden der Studiengänge Ergotherapie, Physiotherapie und Musiktherapie ermöglichen einen intensiven, interdisziplinären Austausch. Dies fördert das Verständnis für eine spätere Zusammenarbeit mit dem Ziel einer optimalen Versorgung der Patientinnen und Patienten. 
",https://www.studycheck.de/studium/ergotherapie/hs-heidelberg-19287,https://www.hochschule-heidelberg.de/de/studium/bachelorstudium/ergotherapie/,Medizin & Gesundheitswesen,Gesundheitswissenschaften,Ergotherapie,SRH Hochschule Heidelberg,Heidelberg,B.Sc.,Bachelor of Science,Deutsch,7 Semester,2,3.5,1.0
True,Ergotherapie,"
 Semester 1:  Propädeutikum Naturwissenschaftliche und medizinische Grundlagen I Grundlagen der menschlichen Betätigung Ergotherapie als komplexe Intervention Semester 2:  Naturwissenschaftliche und medizinische Grundlagen II Sozialwissenschaftliche Grundlagen Akitivitäten des täglichen Lebens I ERT Praxis I (Praktikum) Semester 3: Wirtschaft und Recht Evidenzlehre Aktivitäten des täglichen Lebens II Soziale Teilhabe als Finalität der Ergotherapie I Soziale Teilhabe als Finalität der Ergotheraphie II Semester 4: ERT Praxis II Soziale Teilhalbe als Finalität der Ergotherapie III Aktivitäten des täglichen Lebens III Salutogenese und Ergotherapie Semester 5:  Forschung für Gesundheitsberufe I Technologie, palliative Ansätze und Chronizität in der Ergotherapie ERT Praxis III (Praktikum) Semester 6:  Teamarbeit und Kooperation Komplexe/interdisziplinäre Therapiesituationen und Behandlungsaufträge Vorbereitung auf die staatliche Prüfung ERT Praxis IV (Praktikum) Semester 7:  Forschung für Gesundheitsberufe II Occupational Science und polit.-gesellschaftliche Dimensionen der menschlichen Betätigung Wahlpflichtmodul I Semester 8:  Komplementäre und alternative Ansätze in der ergotherapeutischen Intervention Wahlpflichtmodul II Bachelor-Thesis 
",https://www.studycheck.de/studium/ergotherapie/fh-jena-25296,https://www.eah-jena.de/studienangebot/studienangebot/bachelor-ergotherapie,Medizin & Gesundheitswesen,Gesundheitswissenschaften,Ergotherapie,Ernst-Abbe-Hochschule Jena,Jena,B.Sc.,Bachelor of Science,Deutsch,8 Semester,3,3.5,1.0
True,Ernährungstherapie,NA,https://www.studycheck.de/studium/ernaehrungswissenschaften/eufh-23584,https://www.eufh.de/studiengang/ernaehrungstherapie/,Medizin & Gesundheitswesen,Ernährungswissenschaften,Ernährungswissenschaften,"EU|FH – Hochschule für Gesundheit, Soziales & Pädagogik",3 Standorte,B.Sc.,Bachelor of Science,Deutsch,6 Semester,8,4.4,1.0
True,Ernährungswissenschaften,"
 1. Semester Chemische und Physikalische Grundlagen Statistik Einführung in das wissenschaftliche Arbeiten Anatomie und Physiologie Biochemie und Biochemie in der Ernährung 2. Semester Kosten- und Leistungsrechnung Marketing Grundlagen der Mikro- und Molekularbiologie Lebensmittelwissenschaft Ernährungsphysiologie 3. Semester Ernährungslehre Hygiene und Toxikologie Angewandte Ernährungslehre Warenkunde und Bromatologie Qualitätsmanagement im Gesundheitswesen 4. Semester Lebensmitteltechnologie Pathophysiologie der Ernährung/Ernährungsmedizin I Pathophysiologie der Ernährung/Ernährungsmedizin II Agiles Projektmanagement Persönlichkeitspsychologie & Differentielle Psychologie 5. Semester Personal Skills Projekt: Lebensmittelwissenschaftliche Übungen Projekt: Diätetische Übungen Ernährungssoziologie Lebensmittelrecht 6. Semester Kommunikation und Gesprächsführung I, II Seminar: Aktuelle Themen der Ernährungswissenschaften Praxisprojekt: Ernährungswissenschaften I, II 7. Semester Wahlpflichtbereich A Wahlpflichtbereich B Bachelorarbeit 
",https://www.studycheck.de/studium/ernaehrungswissenschaften/iu-kombi-24625,https://iu.prf.hn/click/camref:1011l4oM3/creativeref:1011l57745,Medizin & Gesundheitswesen,Ernährungswissenschaften,Ernährungswissenschaften,IU Kombistudium,2 Standorte & Virtueller Campus,B.Sc.,Bachelor of Science,Deutsch,6 - 12 Semester,2,4.0,1.0
True,Expressive Arts in Social Transformation,"
 Allgemeine Fachkompetenz Performative Ästhetik und Soziale Plastik Grundlagen der Performing Arts Grundlagen Poesie Grundlagen Neue Medien Portfolio Berufskonzept/Künstl. Abschlusspräsentation Berufsübergreifende Handlungskompetenz Kunstanaloge Kommunikation Berufliche Haltung und Ethik Spezifische Fachkompetenz Wahrnehmungs- und Gesundheitsförderung Philosophie und Ästhetik Gesellschaft und Veränderung Berufsfeldbezogene Handlungskompetenz Sozio- und interkulturelle Arbeit Intermodale Dezentrierung Community Building Projektmanagement Projektstudium Methoden- und Sozialkompetenz Wissenschaftliches Arbeiten Qualitative und kunstbasierte Forschung Supervision, Mentoring Kolloquium Bachelorarbeit Bachelor-Thesis und Mündliche Prüfung Schwerpunkt Bildende Kunst Die Entwicklung des Kunst- und Bildbegriffs im 20. und 21. Jahrhundert Bildnerische Techniken  Graphisches Gestalten  Kompositionslehre  Werkbetrachtung und Reflektion  Strategien und Konzepte bildnerischen Gestaltens  Performative künstlerische Strategien  Künstlerische Projektarbeit: Konzeptentwicklung, Realisierung Berufliche Perspektiven Oder Schwerpunkt Musik Erweiterung des Musikbegriffs in der Musik des 20. und 21. Jahrhunderts Grundlagen Percussion und Stimme Improvisation: Musik als Prozessgestaltung und Umgang mit Unvorhersehbarem Musikbiographie: Die Bedeutung von Musik im Lebenslauf Musikanthropologie: Zeitüberdauernde Funktionen und Wirkungen von Musik Gehörbildung und Hörpraktikum Lieder als gesellschaftliches, psychologisches und politisches Medium Graphische Notation und Dokumentation Methoden der Musik als Kommunikation Praxis der Musik im Zusammenspiel mit anderen künstlerischen Medien Musik als Modulation von Atmosphären Berufliche Perspektiven Oder Schwerpunkt Poesie Die Kultur- und Entwicklungsgeschichte des Schreibens und Lesens sowie der Poesie Literatursoziologischer und anthropologisch-philosophischer Bezugsrahmen Autorinnen- und Poesie-Begriff: Positionen, Haltungen und Selbstverständnisse Handwerkskoffer des Kreativen Schreibens und des Einsatzes von Poesie, Literatur und Storytelling Strategien und Konzepte poetischen Gestaltens beim Schreiben und Lesen Intermedial-schriftstellerische Strategien und deren Anwendung Performative und partizipatorische poetische Strategien  Poetische Projektarbeit: Von der Idee zum Konzept und in die Umsetzung Autor.innenschaft, Textproduktions und-publikationsverfahren Wahrnehmung und Selbstwirksamkeit in poetischen Veränderungsprozessen Literaturpädagogik, Poesie- und Bibliotherapie, Schreib-.Lese- bzw. Graphotherapie, Graphologie Berufliche Perspektiven, konkrete Anwendungsfelder und Netzwerken mit professionellen Akteurinnen Oder Schwerpunkt Performance Arts Formen der Zusammenarbeit, Spielanlässe und Inszenierungsformate Choreographische Konzepte im Kontext der kunstorientierten Arbeit mit nicht-professionellen Akteuren Performative künstlerische Strategien Grundlagen der Performance Art und ihre Möglichkeiten in der Begleitung von sozialen Entwicklungs- und Veränderungsprozessen   Künstlerisch-ästhetische Grundelementen wie Körper, Bewegung, Zeit, Raum, Handlung und Sozialbezug Planung, Durchführung und Evaluation künstlerischer Projekte in sozialen Kontexten und ihre theoretischen, künstlerischen und methodisch-didaktischen Bezüge 
",https://www.studycheck.de/studium/expressive-arts-in-social-transformation/msh-hamburg-3088,https://www.arts-and-social-change.de/bachelor/expressive-arts-in-social-transformation/,Medizin & Gesundheitswesen,Gesundheitswissenschaften,Expressive Arts in Social Transformation,MSH Medical School Hamburg,Hamburg,B.A.,Bachelor of Arts,Deutsch,6 Semester,22,4.0,0.91
